contig	cov_mean_sample_C13.sorted	cov_mean_sample_C1.sorted	cov_mean_sample_C27.sorted	cov_mean_sample_C32.sorted	cov_mean_sample_C45.sorted	cov_mean_sample_C51.sorted
k141_25611.concoct_part_0	0.000	1.423	0.000	0.000	0.300	0.000
k141_49509.concoct_part_0	0.000	2.038	0.000	0.000	0.312	0.332
k141_36462.concoct_part_0	3.548	0.000	0.000	0.000	0.000	0.000
k141_45152.concoct_part_0	0.000	0.000	1.497	0.759	0.000	0.000
k141_29963.concoct_part_0	3.154	0.000	0.000	0.000	0.000	0.000
k141_8047.concoct_part_0	1.461	0.293	0.000	2.335	0.000	0.000
k141_34281.concoct_part_0	1.288	0.000	0.000	0.682	0.000	0.000
k141_14778.concoct_part_0	0.000	0.000	0.000	0.000	2.521	0.000
k141_49510.concoct_part_0	1.435	0.937	0.000	0.000	0.000	0.000
k141_3736.concoct_part_0	0.000	0.421	0.000	0.000	0.888	0.174
k141_10115.concoct_part_0	0.000	0.000	1.324	0.000	0.000	0.000
k141_8048.concoct_part_0	1.276	0.000	0.000	0.708	0.000	0.000
k141_29964.concoct_part_0	2.404	0.237	0.000	0.000	0.000	0.000
k141_1612.concoct_part_0	0.000	0.000	2.794	0.000	0.000	0.000
k141_14779.concoct_part_0	0.000	0.000	1.973	0.000	0.000	0.000
k141_45153.concoct_part_0	2.122	0.778	0.000	0.000	0.000	0.000
k141_47312.concoct_part_0	3.308	0.421	0.000	0.000	0.000	0.000
k141_10116.concoct_part_0	0.000	0.000	0.000	0.000	0.699	0.000
k141_49511.concoct_part_0	0.701	3.130	0.000	0.000	1.549	0.000
k141_25612.concoct_part_0	0.929	0.000	0.000	0.000	0.000	0.471
k141_34282.concoct_part_0	0.000	0.000	1.428	0.000	0.000	0.000
k141_36463.concoct_part_0	1.024	0.338	0.000	0.465	0.722	0.000
k141_51642.concoct_part_0	0.000	0.000	1.903	0.658	0.000	0.000
k141_40842.concoct_part_0	0.000	0.000	2.932	0.000	0.467	0.000
k141_8049.concoct_part_0	0.000	1.756	0.000	0.000	1.836	0.000
k141_23406.concoct_part_0	2.530	0.592	0.000	1.198	0.000	0.000
k141_29965.concoct_part_0	0.533	0.844	0.000	1.730	0.000	0.413
k141_10117.concoct_part_0	0.000	0.000	0.000	2.483	0.000	0.000
k141_38707.concoct_part_0	3.571	0.027	0.000	0.429	0.000	0.371
k141_43043.concoct_part_0	0.000	0.000	2.807	0.000	0.909	0.000
k141_23407.concoct_part_0	0.628	1.372	0.000	0.000	0.000	0.000
k141_8050.concoct_part_0	1.826	0.000	0.000	0.000	0.000	0.000
k141_47313.concoct_part_0	1.405	0.000	0.000	0.361	0.000	0.000
k141_34283.concoct_part_0	0.000	0.000	2.560	0.000	0.000	0.000
k141_25613.concoct_part_0	0.000	0.000	2.051	0.000	0.000	0.000
k141_14780.concoct_part_0	0.000	1.704	0.000	0.000	0.000	0.000
k141_51643.concoct_part_0	1.173	0.624	0.000	0.139	0.000	0.000
k141_18699.concoct_part_0	0.000	0.189	3.495	0.063	0.767	0.055
k141_36464.concoct_part_0	0.000	2.511	0.000	0.000	0.325	0.000
k141_32090.concoct_part_0	3.469	0.712	0.000	0.624	0.000	0.052
k141_16903.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.860
k141_49513.concoct_part_0	1.573	0.000	0.000	1.000	0.000	0.000
k141_23408.concoct_part_0	0.503	0.868	0.000	0.000	0.868	0.434
k141_25614.concoct_part_0	0.000	0.000	0.000	0.000	2.940	0.000
k141_45154.concoct_part_0	0.000	0.000	0.000	0.000	2.093	0.000
k141_27747.concoct_part_0	0.000	0.000	0.000	3.597	0.000	0.140
k141_40843.concoct_part_0	0.000	0.000	2.181	0.000	0.000	0.000
k141_21122.concoct_part_0	0.707	1.200	0.000	0.809	1.367	1.120
k141_16904.concoct_part_0	0.962	0.000	0.000	0.000	0.000	0.965
k141_23409.concoct_part_0	0.000	0.000	1.965	0.000	0.000	0.000
k141_38708.concoct_part_0	0.000	0.000	2.205	0.000	0.000	0.000
k141_32091.concoct_part_0	0.000	2.310	0.000	0.146	0.000	0.000
k141_14781.concoct_part_0	0.000	0.000	0.000	2.784	0.000	0.000
k141_45155.concoct_part_0	0.000	1.523	0.000	0.000	0.439	0.000
k141_18700.concoct_part_0	0.000	0.000	1.118	0.000	0.000	0.000
k141_27748.concoct_part_0	0.000	0.000	0.000	0.000	0.000	0.000
k141_25615.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.408
k141_34284.concoct_part_0	0.088	0.270	0.000	2.201	0.213	0.783
k141_1613.concoct_part_0	0.000	3.474	0.000	0.000	0.803	0.138
k141_38709.concoct_part_0	0.663	0.000	0.000	0.000	0.498	0.498
k141_49514.concoct_part_0	0.000	0.875	2.603	0.000	0.246	0.000
k141_29966.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.325
k141_51644.concoct_part_0	0.000	0.000	0.000	0.000	2.420	0.000
k141_36465.concoct_part_0	0.000	0.000	2.083	0.666	0.000	0.000
k141_21123.concoct_part_0	0.199	0.000	0.000	0.199	0.000	2.992
k141_47314.concoct_part_0	1.149	0.980	0.000	0.000	0.000	0.000
k141_14782.concoct_part_0	0.000	0.000	2.206	0.327	0.386	0.000
k141_40844.concoct_part_0	1.283	0.277	0.000	0.292	0.000	1.665
k141_10118.concoct_part_0	2.228	0.161	0.000	0.000	0.000	0.000
k141_16905.concoct_part_0	1.448	0.943	0.000	0.000	0.000	0.000
k141_45156.concoct_part_0	0.000	0.000	2.130	0.838	0.000	0.000
k141_32092.concoct_part_0	1.120	0.380	0.000	0.973	0.000	0.000
k141_34285.concoct_part_0	0.000	1.228	0.000	0.748	0.000	0.000
k141_51645.concoct_part_0	0.935	0.000	0.000	0.000	0.941	0.000
k141_45157.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.855
k141_38710.concoct_part_0	0.000	0.000	0.000	0.000	2.374	0.000
k141_36466.concoct_part_0	1.248	0.315	0.000	0.630	0.000	0.630
k141_1614.concoct_part_0	1.580	0.694	0.000	0.000	0.741	0.000
k141_27749.concoct_part_0	0.101	0.000	0.000	0.000	3.630	0.100
k141_25616.concoct_part_0	0.000	0.000	2.027	0.213	0.000	0.000
k141_8051.concoct_part_0	0.000	0.259	2.585	0.000	0.908	0.000
k141_34286.concoct_part_0	0.000	1.242	0.000	0.000	0.415	0.000
k141_3737.concoct_part_0	0.000	0.000	3.166	0.000	0.000	0.000
k141_43044.concoct_part_0	0.000	3.030	0.000	0.000	0.000	0.256
k141_10119.concoct_part_0	1.046	0.835	0.000	0.000	0.000	0.000
k141_18701.concoct_part_0	3.824	0.000	0.000	0.251	0.000	0.000
k141_16906.concoct_part_0	0.000	0.000	2.859	0.000	0.000	0.000
k141_21124.concoct_part_0	2.919	0.000	0.000	0.323	0.000	0.000
k141_47315.concoct_part_0	0.000	0.244	0.000	0.000	1.823	0.000
k141_29967.concoct_part_0	1.394	0.000	0.000	0.000	0.426	0.000
k141_25617.concoct_part_0	0.000	0.000	1.783	0.000	0.000	0.000
k141_3738.concoct_part_0	0.000	0.000	1.213	0.000	0.000	0.000
k141_27750.concoct_part_0	0.000	0.000	0.000	0.000	2.449	0.000
k141_36467.concoct_part_0	0.000	0.000	1.651	0.000	0.000	0.000
k141_23410.concoct_part_0	2.353	0.306	0.000	0.947	0.000	0.288
k141_43045.concoct_part_0	0.000	0.000	1.463	0.000	0.000	0.000
k141_1615.concoct_part_0	2.694	0.000	0.000	0.109	0.000	0.000
k141_34287.concoct_part_0	3.721	0.000	0.000	0.534	0.000	0.000
k141_16907.concoct_part_0	0.000	0.000	0.000	0.000	3.400	0.000
k141_8052.concoct_part_0	0.000	0.000	1.544	0.000	0.000	0.000
k141_45158.concoct_part_0	3.114	0.485	0.000	0.000	0.000	0.000
k141_25618.concoct_part_0	0.000	0.000	0.000	0.000	1.586	0.000
k141_21125.concoct_part_0	0.000	0.000	0.000	2.145	0.000	0.000
k141_36468.concoct_part_0	0.451	1.381	0.000	0.000	0.616	0.479
k141_27751.concoct_part_0	0.000	0.000	1.596	0.000	0.000	0.000
k141_18702.concoct_part_0	0.000	0.000	1.523	0.000	0.000	0.000
k141_10120.concoct_part_0	0.000	0.000	1.597	0.000	0.000	0.000
k141_47316.concoct_part_0	0.000	0.000	0.000	2.281	0.000	0.000
k141_3739.concoct_part_0	0.374	0.305	0.000	0.931	0.000	0.632
k141_40845.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.110
k141_23411.concoct_part_0	2.926	0.326	0.000	0.000	0.000	0.000
k141_34288.concoct_part_0	0.000	0.000	0.000	0.000	2.291	0.000
k141_1616.concoct_part_0	0.104	0.266	0.000	0.000	0.484	1.974
k141_43046.concoct_part_0	1.789	0.000	0.000	0.228	0.000	0.000
k141_47317.concoct_part_0	0.000	0.000	0.000	0.000	1.655	0.000
k141_16908.concoct_part_0	0.000	0.000	0.000	0.000	4.142	0.000
k141_25619.concoct_part_0	0.000	0.000	1.869	0.000	0.000	0.000
k141_40846.concoct_part_0	2.681	1.205	0.000	0.414	0.000	0.000
k141_34289.concoct_part_0	0.000	0.570	0.000	0.000	2.377	0.000
k141_10121.concoct_part_0	2.580	0.000	0.000	0.000	0.000	0.000
k141_21126.concoct_part_0	2.045	0.527	0.000	0.000	0.000	0.000
k141_29968.concoct_part_0	0.000	0.397	0.000	0.000	1.684	2.473
k141_38711.concoct_part_0	0.000	0.000	0.000	3.959	0.000	0.240
k141_27752.concoct_part_0	0.223	1.421	0.000	0.090	1.782	0.812
k141_3740.concoct_part_0	1.765	0.000	0.000	0.134	0.000	0.000
k141_23412.concoct_part_0	0.000	0.000	2.519	0.000	0.000	0.000
k141_16909.concoct_part_0	0.000	0.000	2.296	0.000	0.000	0.000
k141_8053.concoct_part_0	3.469	0.000	0.000	0.155	0.000	0.036
k141_49515.concoct_part_0	0.311	0.000	1.982	0.000	0.535	0.000
k141_51646.concoct_part_0	2.663	0.057	0.000	0.968	0.000	0.000
k141_43047.concoct_part_0	0.000	0.000	1.909	0.000	0.000	0.000
k141_10122.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.294
k141_1617.concoct_part_0	3.160	0.000	0.000	0.449	0.000	0.096
k141_5752.concoct_part_0	0.413	2.374	0.000	0.000	1.223	1.169
k141_23413.concoct_part_0	1.062	0.847	0.000	0.000	0.000	0.616
k141_36469.concoct_part_0	0.000	0.000	2.792	0.000	0.000	0.000
k141_34290.concoct_part_0	0.000	0.000	0.000	0.357	0.000	2.834
k141_27753.concoct_part_0	1.031	0.000	0.603	0.000	0.000	0.000
k141_25620.concoct_part_0	0.000	0.000	1.732	0.000	0.000	0.000
k141_51647.concoct_part_0	1.374	0.000	0.000	1.017	0.000	0.000
k141_47318.concoct_part_0	0.000	0.000	1.492	0.000	0.000	0.000
k141_21128.concoct_part_0	0.000	0.000	1.381	0.683	0.000	0.000
k141_18703.concoct_part_0	0.000	0.000	0.000	3.228	0.000	0.286
k141_16910.concoct_part_0	1.944	0.000	0.000	0.000	0.000	0.000
k141_8054.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.731
k141_14784.concoct_part_0	0.648	1.326	0.000	0.000	1.604	1.103
k141_45159.concoct_part_0	0.000	1.830	0.000	0.000	1.396	0.173
k141_3741.concoct_part_0	1.214	0.000	0.000	0.000	1.130	0.000
k141_32093.concoct_part_0	0.248	0.380	2.665	0.070	0.357	0.000
k141_51648.concoct_part_0	1.052	0.410	0.000	0.000	0.000	0.122
k141_5753.concoct_part_0	0.000	0.846	0.000	0.000	1.098	0.000
k141_27754.concoct_part_0	0.000	0.000	0.000	0.000	2.353	0.373
k141_36470.concoct_part_0	0.000	0.000	0.000	0.000	2.763	0.000
k141_34291.concoct_part_0	0.000	0.000	0.000	0.000	1.585	0.382
k141_43048.concoct_part_0	0.000	0.000	2.288	0.985	0.000	0.000
k141_8055.concoct_part_0	0.000	0.000	2.248	0.000	0.000	0.000
k141_18704.concoct_part_0	0.000	0.000	2.182	0.000	0.000	0.000
k141_29969.concoct_part_0	0.614	1.458	0.000	0.000	0.608	0.955
k141_1618.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.815
k141_23414.concoct_part_0	0.000	0.000	2.763	0.000	0.000	0.000
k141_14785.concoct_part_0	0.000	0.000	0.000	1.248	0.662	0.000
k141_49516.concoct_part_0	2.857	0.000	0.000	0.000	0.000	0.000
k141_16911.concoct_part_0	1.269	0.000	0.000	1.170	0.000	0.000
k141_27755.concoct_part_0	0.000	0.587	2.348	0.000	0.308	0.495
k141_29970.concoct_part_0	0.000	0.000	0.000	0.000	1.506	0.000
k141_43049.concoct_part_0	0.263	0.534	0.000	0.918	0.000	0.000
k141_36471.concoct_part_0	0.000	0.000	0.000	0.000	1.439	0.000
k141_38712.concoct_part_0	0.568	1.085	0.000	0.254	1.362	0.623
k141_8056.concoct_part_0	0.000	0.000	1.094	0.000	0.000	0.000
k141_5754.concoct_part_0	0.000	0.000	0.000	0.000	2.884	0.000
k141_1619.concoct_part_0	0.000	0.000	0.000	0.000	1.713	0.000
k141_32094.concoct_part_0	0.000	0.000	0.000	1.813	0.000	0.000
k141_10123.concoct_part_0	0.000	2.172	0.000	0.000	0.768	0.000
k141_45160.concoct_part_0	0.000	1.669	0.000	0.000	0.000	0.393
k141_14786.concoct_part_0	0.919	0.553	0.000	0.000	0.000	0.000
k141_36472.concoct_part_0	1.294	0.000	0.000	0.000	0.000	0.000
k141_3742.concoct_part_0	0.924	0.501	0.000	0.000	1.373	0.000
k141_18705.concoct_part_0	0.087	1.112	0.000	0.000	0.753	0.453
k141_5755.concoct_part_0	1.345	0.000	0.000	0.000	0.000	0.427
k141_34292.concoct_part_0	0.857	1.796	0.000	0.000	0.921	0.369
k141_29971.concoct_part_0	2.290	0.000	0.000	0.000	0.000	0.000
k141_8057.concoct_part_0	1.444	0.684	0.000	1.740	0.000	0.367
k141_16912.concoct_part_0	0.092	2.404	0.000	0.000	0.862	0.868
k141_27756.concoct_part_0	0.000	3.098	0.000	0.000	0.000	0.000
k141_21129.concoct_part_0	0.000	0.000	1.973	0.000	0.000	0.000
k141_47319.concoct_part_0	1.746	0.864	0.000	0.975	0.000	0.059
k141_38713.concoct_part_0	1.773	0.000	0.000	0.000	0.000	0.000
k141_1620.concoct_part_0	0.102	1.936	0.000	0.000	0.000	0.000
k141_10124.concoct_part_0	2.133	0.573	0.000	1.146	0.000	0.000
k141_16913.concoct_part_0	0.342	1.047	0.000	0.342	0.000	0.938
k141_51649.concoct_part_0	0.000	0.000	2.080	0.000	0.000	0.000
k141_12551.concoct_part_0	0.000	0.000	0.000	0.000	2.545	0.000
k141_23415.concoct_part_0	0.697	0.000	0.000	0.173	1.091	0.445
k141_3743.concoct_part_0	0.751	0.392	0.000	0.700	0.000	0.000
k141_27757.concoct_part_0	0.000	0.407	0.000	0.000	0.936	1.147
k141_45161.concoct_part_0	0.000	0.000	0.963	0.292	0.264	0.000
k141_40847.concoct_part_0	2.674	0.508	0.000	1.083	0.000	0.111
k141_14787.concoct_part_0	0.000	0.000	1.494	0.000	0.000	0.000
k141_16914.concoct_part_0	0.000	0.000	0.000	1.519	0.000	0.000
k141_10125.concoct_part_0	0.000	2.433	0.000	0.000	0.000	0.000
k141_49517.concoct_part_0	0.000	0.000	0.000	4.601	0.000	0.189
k141_34293.concoct_part_0	0.000	0.000	2.275	0.000	0.000	0.000
k141_36473.concoct_part_0	0.608	0.572	0.000	0.000	1.859	0.000
k141_38714.concoct_part_0	0.638	0.000	0.000	0.000	0.640	0.000
k141_1621.concoct_part_0	0.000	0.000	2.511	0.000	0.000	0.000
k141_3744.concoct_part_0	0.000	1.472	0.000	0.000	0.542	0.000
k141_23416.concoct_part_0	0.000	0.000	2.036	0.000	0.000	0.000
k141_32095.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.579
k141_45162.concoct_part_0	1.577	0.000	0.000	0.000	0.000	0.000
k141_8058.concoct_part_0	0.000	0.000	1.387	0.469	0.384	0.000
k141_12552.concoct_part_0	0.000	0.000	2.864	0.371	0.000	0.000
k141_47320.concoct_part_0	2.689	0.000	0.000	0.000	0.000	0.000
k141_16915.concoct_part_0	0.000	0.000	2.524	0.000	0.000	0.346
k141_40848.concoct_part_0	0.000	0.000	0.000	4.357	0.000	0.000
k141_21130.concoct_part_0	2.065	0.610	0.000	0.000	0.000	0.000
k141_43050.concoct_part_0	0.406	0.735	0.000	0.979	0.217	1.691
k141_27758.concoct_part_0	0.000	0.000	0.000	2.405	0.000	0.000
k141_5756.concoct_part_0	0.000	1.847	0.000	0.000	0.997	0.972
k141_38715.concoct_part_0	1.126	0.776	0.000	0.213	0.000	0.783
k141_27759.concoct_part_0	0.565	0.000	0.000	0.000	5.740	0.000
k141_34294.concoct_part_0	0.000	0.000	1.931	0.000	0.000	0.000
k141_8059.concoct_part_0	0.000	0.000	0.000	0.000	1.735	0.000
k141_23417.concoct_part_0	0.000	0.000	1.433	0.000	0.414	0.000
k141_14788.concoct_part_0	1.916	0.000	0.000	0.000	0.000	0.000
k141_29972.concoct_part_0	2.267	1.717	0.000	0.176	0.114	0.555
k141_40849.concoct_part_0	1.554	0.000	0.000	0.000	0.000	0.000
k141_51650.concoct_part_0	0.392	0.000	2.144	0.000	0.000	0.054
k141_45163.concoct_part_0	0.000	0.000	1.537	0.000	0.000	0.000
k141_16916.concoct_part_0	0.000	0.000	1.817	0.000	0.000	0.000
k141_3745.concoct_part_0	0.000	0.000	1.364	0.536	0.000	0.000
k141_27760.concoct_part_0	0.955	0.000	0.000	0.898	0.000	0.000
k141_36474.concoct_part_0	0.000	0.000	1.939	0.000	0.000	0.000
k141_5757.concoct_part_0	0.000	0.000	0.348	0.000	1.416	0.380
k141_8060.concoct_part_0	0.000	0.000	0.965	0.900	0.000	0.000
k141_47321.concoct_part_0	0.000	0.000	0.000	0.000	4.292	0.000
k141_14789.concoct_part_0	2.442	0.887	0.000	0.000	0.967	1.221
k141_34295.concoct_part_0	2.386	0.000	0.000	0.287	0.000	0.824
k141_45164.concoct_part_0	0.878	1.037	0.000	0.460	0.000	0.000
k141_51651.concoct_part_0	1.504	0.000	0.000	0.000	0.000	0.418
k141_40850.concoct_part_0	0.720	0.000	1.766	0.000	0.827	0.000
k141_23418.concoct_part_0	0.000	0.000	0.000	3.447	0.000	0.000
k141_1622.concoct_part_0	0.265	1.080	0.000	0.162	0.973	1.600
k141_12553.concoct_part_0	0.000	2.634	0.000	0.000	0.411	0.000
k141_3746.concoct_part_0	0.000	0.000	0.000	0.000	1.447	0.000
k141_14790.concoct_part_0	0.000	0.000	0.000	0.000	0.848	0.000
k141_32096.concoct_part_0	2.735	0.000	0.000	0.142	0.000	0.040
k141_40851.concoct_part_0	0.000	0.105	1.084	0.224	0.000	0.000
k141_47322.concoct_part_0	0.000	0.000	2.047	0.000	0.000	0.000
k141_45165.concoct_part_0	0.000	0.000	0.000	0.000	2.344	0.000
k141_3747.concoct_part_0	0.000	0.000	1.615	0.000	0.000	0.000
k141_5758.concoct_part_0	0.000	1.839	0.000	0.000	0.256	0.000
k141_1623.concoct_part_0	0.912	0.652	0.000	0.000	0.000	0.000
k141_12554.concoct_part_0	0.000	0.000	0.000	0.473	1.071	0.357
k141_51652.concoct_part_0	1.701	0.270	0.000	0.000	1.306	0.000
k141_43051.concoct_part_0	1.240	0.245	1.270	0.076	0.481	0.154
k141_34296.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.003
k141_36475.concoct_part_0	0.000	0.065	1.977	0.000	0.000	0.000
k141_29973.concoct_part_0	0.503	0.000	2.291	0.000	0.000	0.000
k141_47323.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.664
k141_21131.concoct_part_0	0.000	0.000	2.141	0.000	1.008	0.000
k141_14791.concoct_part_0	0.097	0.000	0.809	0.406	0.000	0.000
k141_45166.concoct_part_0	0.000	0.000	1.432	0.000	0.000	0.000
k141_8061.concoct_part_0	0.000	0.000	0.000	0.000	2.323	0.000
k141_3748.concoct_part_0	1.980	0.000	0.000	0.000	0.000	0.000
k141_23419.concoct_part_0	1.980	0.000	0.000	1.198	0.000	0.000
k141_38716.concoct_part_0	0.000	1.165	0.000	0.000	2.422	0.507
k141_1624.concoct_part_0	2.514	0.000	0.000	0.000	0.000	0.000
k141_12555.concoct_part_0	0.000	2.296	0.000	0.580	0.000	0.000
k141_5759.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.980
k141_40852.concoct_part_0	2.533	0.426	0.000	0.677	0.000	0.535
k141_43052.concoct_part_0	0.000	0.000	0.000	2.922	0.000	0.000
k141_51654.concoct_part_0	0.000	0.000	1.438	0.875	0.000	0.000
k141_16917.concoct_part_0	0.000	0.000	0.000	3.662	0.000	0.000
k141_8062.concoct_part_0	0.000	0.359	0.000	0.344	0.000	2.147
k141_34297.concoct_part_0	0.000	0.000	3.406	0.000	0.000	0.000
k141_1625.concoct_part_0	0.000	1.987	0.000	0.000	0.469	0.372
k141_23420.concoct_part_0	1.506	0.000	0.000	0.000	0.000	0.000
k141_38717.concoct_part_0	0.000	0.000	0.000	2.357	0.000	0.000
k141_32097.concoct_part_0	0.509	1.769	0.000	0.433	0.173	1.200
k141_14792.concoct_part_0	0.000	1.691	0.000	0.000	0.692	0.000
k141_12556.concoct_part_0	1.287	0.000	2.643	1.122	0.000	0.357
k141_25621.concoct_part_0	0.424	2.165	0.000	0.452	1.001	0.546
k141_36477.concoct_part_0	0.000	0.000	2.606	0.000	0.000	0.000
k141_23421.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.477
k141_5760.concoct_part_0	0.000	0.000	0.000	1.216	0.000	0.000
k141_34298.concoct_part_0	2.166	0.000	0.000	0.000	0.000	0.000
k141_8063.concoct_part_0	0.820	1.225	0.000	0.000	0.000	0.000
k141_40853.concoct_part_0	0.000	0.000	0.000	2.025	0.000	0.540
k141_1626.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.828
k141_43053.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.886
k141_14793.concoct_part_0	0.000	0.000	0.000	2.299	0.000	0.460
k141_51655.concoct_part_0	0.000	0.228	0.000	0.000	1.852	0.000
k141_12557.concoct_part_0	2.115	0.343	0.000	0.000	0.000	0.000
k141_47324.concoct_part_0	1.744	0.177	0.000	0.508	0.000	0.272
k141_23422.concoct_part_0	2.067	0.000	0.000	0.000	0.000	0.000
k141_36478.concoct_part_0	1.547	0.000	0.000	0.000	0.000	0.000
k141_45167.concoct_part_0	0.000	2.947	0.000	0.000	0.000	0.107
k141_16918.concoct_part_0	2.444	0.000	0.000	0.000	0.264	0.694
k141_32098.concoct_part_0	0.000	2.116	0.000	0.000	0.259	0.000
k141_27761.concoct_part_0	0.000	0.000	2.143	0.840	0.000	0.000
k141_12558.concoct_part_0	0.000	0.000	0.246	0.000	0.435	0.000
k141_14794.concoct_part_0	0.000	0.000	0.559	0.712	0.712	0.000
k141_3749.concoct_part_0	0.000	0.000	2.299	0.000	0.000	0.000
k141_8064.concoct_part_0	1.404	0.000	0.000	1.656	0.000	0.000
k141_43054.concoct_part_0	0.177	0.000	0.000	2.332	0.000	0.000
k141_10126.concoct_part_0	0.000	0.000	0.000	4.129	0.000	0.104
k141_29974.concoct_part_0	0.159	3.010	0.000	0.000	0.120	0.705
k141_40854.concoct_part_0	0.000	1.916	0.000	0.000	0.000	0.000
k141_1627.concoct_part_0	0.000	0.000	0.000	1.514	0.000	0.000
k141_23423.concoct_part_0	0.000	0.000	2.198	0.000	0.000	0.000
k141_38718.concoct_part_0	0.000	0.000	0.000	4.665	0.000	0.260
k141_45168.concoct_part_0	0.000	0.000	1.871	0.000	0.000	0.000
k141_3750.concoct_part_0	2.435	0.000	0.000	0.825	0.000	0.000
k141_14795.concoct_part_0	2.998	0.000	0.000	0.000	0.000	0.000
k141_34299.concoct_part_0	0.000	0.000	3.648	0.000	0.000	0.114
k141_49518.concoct_part_0	0.000	0.214	3.445	0.046	0.220	0.101
k141_1628.concoct_part_0	0.000	0.000	0.000	0.222	0.000	2.467
k141_51656.concoct_part_0	0.000	2.109	0.000	0.000	0.000	0.000
k141_36479.concoct_part_0	0.000	0.572	0.000	0.000	0.975	0.000
k141_32099.concoct_part_0	0.465	0.144	0.558	0.154	0.556	0.092
k141_8065.concoct_part_0	1.820	0.000	0.000	0.000	0.000	0.000
k141_27762.concoct_part_0	1.855	0.484	0.000	0.000	0.000	0.000
k141_12559.concoct_part_0	0.000	0.000	0.000	2.994	0.000	0.000
k141_47325.concoct_part_0	0.000	0.000	0.000	0.000	2.415	0.000
k141_29975.concoct_part_0	0.919	0.000	0.000	0.000	2.253	0.000
k141_16919.concoct_part_0	0.000	1.326	0.000	0.000	2.912	0.000
k141_3751.concoct_part_0	0.000	0.000	1.410	0.000	0.000	0.000
k141_45169.concoct_part_0	0.000	0.000	2.807	0.000	0.000	0.000
k141_5761.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.671
k141_14796.concoct_part_0	0.000	1.566	0.000	0.000	0.000	0.000
k141_38719.concoct_part_0	0.559	0.340	0.000	0.000	0.787	0.783
k141_27763.concoct_part_0	0.464	0.490	0.000	0.000	1.961	0.000
k141_51657.concoct_part_0	0.000	0.471	0.000	0.487	0.684	0.458
k141_40855.concoct_part_0	0.000	0.000	0.000	2.160	0.000	0.000
k141_8066.concoct_part_0	0.832	0.422	0.112	0.000	0.000	0.000
k141_1629.concoct_part_0	0.000	0.000	0.000	0.000	1.743	0.000
k141_29976.concoct_part_0	0.000	0.000	1.706	0.000	0.000	0.000
k141_32100.concoct_part_0	0.565	0.000	0.000	0.000	1.169	0.000
k141_10127.concoct_part_0	0.000	0.000	2.883	0.000	0.000	0.000
k141_45170.concoct_part_0	0.000	0.000	1.934	0.000	0.000	0.000
k141_43055.concoct_part_0	0.000	0.000	0.000	0.000	2.752	0.000
k141_23424.concoct_part_0	0.000	0.000	2.516	0.000	0.000	0.000
k141_49519.concoct_part_0	2.038	0.000	0.000	1.077	0.000	0.000
k141_5762.concoct_part_0	0.000	0.000	0.000	1.712	0.000	0.000
k141_27764.concoct_part_0	1.262	0.000	0.000	0.000	0.396	0.000
k141_1630.concoct_part_0	0.252	0.000	1.380	0.393	0.000	0.000
k141_14797.concoct_part_0	0.000	0.000	1.992	0.000	0.000	0.000
k141_45171.concoct_part_0	1.658	0.000	0.000	0.000	0.000	0.000
k141_47326.concoct_part_0	0.000	0.000	2.852	0.000	0.000	0.000
k141_16920.concoct_part_0	0.000	0.000	2.077	0.000	0.000	0.000
k141_10128.concoct_part_0	1.293	0.617	0.000	1.278	0.000	0.000
k141_29977.concoct_part_0	0.000	0.000	0.000	2.169	0.000	0.000
k141_40856.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.996
k141_51658.concoct_part_0	0.000	0.000	1.679	0.000	0.000	0.000
k141_8067.concoct_part_0	0.000	0.000	2.191	0.288	0.000	0.000
k141_12560.concoct_part_0	0.000	0.000	2.265	0.411	0.000	0.000
k141_3752.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.238
k141_25622.concoct_part_0	0.000	0.037	0.000	0.000	3.757	0.000
k141_14798.concoct_part_0	0.000	0.523	0.000	0.393	0.302	0.393
k141_36480.concoct_part_0	2.229	0.000	0.000	0.074	0.000	0.000
k141_1631.concoct_part_0	0.000	0.000	1.944	0.000	0.000	0.000
k141_16921.concoct_part_0	0.000	0.000	2.439	0.000	0.000	0.000
k141_38720.concoct_part_0	0.000	0.000	0.000	3.366	0.000	0.000
k141_5763.concoct_part_0	0.000	0.000	1.904	0.429	0.367	0.000
k141_10129.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.177
